time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-07-30T20:50:55.270Z,19.3994999,-155.2651672,0.47,2.71,ml,22,81,0.001494,0.32,hv,hv70499437,2018-07-30T20:56:35.090Z,"4km SW of Volcano, Hawaii",earthquake,0.39,0.26,0.4,17,automatic,hv,hv
2018-07-30T20:49:51.440Z,47.0404,154.4987,10,4.5,mb,,111,8.846,0.68,us,us1000g2ld,2018-08-03T22:39:14.040Z,"Kuril Islands",earthquake,11.2,1.9,0.163,11,reviewed,us,us
2018-07-30T20:49:46.530Z,19.4064999,-155.2579956,0.56,2.69,ml,20,108,0.005835,0.24,hv,hv70499432,2018-07-30T20:55:29.100Z,"3km SW of Volcano, Hawaii",earthquake,0.32,0.35,0.46,12,automatic,hv,hv
2018-07-30T20:49:21.600Z,19.4558334,-155.2584991,-0.2,2.85,ml,7,266,0.02989,0.09,hv,hv70499427,2018-07-30T20:55:06.830Z,"3km NW of Volcano, Hawaii",earthquake,0.83,0.66,0.51,17,automatic,hv,hv
2018-07-30T20:44:23.620Z,-32.4962,179.7385,342.69,4.2,mb,,147,3.81,1.08,us,us2000ghj9,2018-08-03T22:57:35.040Z,"174km SW of L'Esperance Rock, New Zealand",earthquake,15.9,11.9,0.121,19,reviewed,us,us
2018-07-30T20:44:20.370Z,47.6266,153.7053,35,4.7,mb,,132,6.26,0.76,us,us2000ghj8,2018-08-03T22:56:07.040Z,"Kuril Islands",earthquake,8.1,1.8,0.045,150,reviewed,us,us
2018-07-30T20:43:41.800Z,19.4050007,-155.2736664,1.32,3.29,ml,42,27,0.009582,0.38,hv,hv70499412,2018-08-03T22:54:24.040Z,"4km SW of Volcano, Hawaii",earthquake,0.34,0.25,3.34,37,automatic,hv,hv
2018-07-30T20:41:40.390Z,19.3978329,-155.2763367,1.48,2.74,ml,42,40,0.003532,0.21,hv,hv70499407,2018-07-30T20:47:19.860Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.18,2.88,31,automatic,hv,hv
2018-07-30T20:32:13.580Z,19.4448338,-155.2406616,-1.14,2.62,ml,9,197,0.02892,0.17,hv,hv70499372,2018-07-30T20:38:03.170Z,"1km N of Volcano, Hawaii",earthquake,0.42,0.53,0.42,14,automatic,hv,hv
2018-07-30T20:26:18.560Z,19.4263325,-155.2711639,-0.56,2.71,ml,12,114,0.01019,0.22,hv,hv70499347,2018-07-30T20:32:06.120Z,"3km W of Volcano, Hawaii",earthquake,0.56,0.37,0.41,21,automatic,hv,hv
2018-07-30T20:26:17.870Z,19.4190006,-155.2756653,0.57,2.71,ml,31,40,0.006008,0.24,hv,hv70499342,2018-07-30T20:31:59.030Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.19,0.38,20,automatic,hv,hv
2018-07-30T20:25:34.050Z,19.4013329,-155.2728271,1.86,2.67,ml,22,54,0.005983,0.13,hv,hv70499337,2018-07-30T20:31:15.800Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.2,0.48,15,automatic,hv,hv
2018-07-30T20:13:40.980Z,19.3799992,-155.289505,-0.71,2.89,ml,8,128,0.0214,0.19,hv,hv70499307,2018-07-30T20:19:21.770Z,"7km SW of Volcano, Hawaii",earthquake,0.58,0.43,0.44,13,automatic,hv,hv
2018-07-30T20:12:51.520Z,19.3991661,-155.2581635,0.04,2.87,ml,18,67,0.007484,0.25,hv,hv70499302,2018-07-30T20:18:31.660Z,"4km SSW of Volcano, Hawaii",earthquake,0.27,0.23,0.37,15,automatic,hv,hv
2018-07-30T20:12:35.680Z,19.3881664,-155.2796631,0.57,2.89,ml,18,65,0.002529,0.2,hv,hv70499297,2018-07-30T20:18:16.210Z,"6km SW of Volcano, Hawaii",earthquake,0.24,0.24,0.35,14,automatic,hv,hv
2018-07-30T20:09:55.860Z,19.3896675,-155.2751617,0.59,3.39,ml,24,57,0.005849,0.38,hv,hv70499287,2018-07-30T20:15:35.860Z,"6km SW of Volcano, Hawaii",earthquake,0.41,0.42,0.42,20,automatic,hv,hv
2018-07-30T20:07:52.070Z,19.4133339,-155.264328,0.29,3.05,ml,45,47,0.00438,0.32,hv,hv70499277,2018-07-30T20:13:31.060Z,"3km SW of Volcano, Hawaii",earthquake,0.27,0.16,3.29,38,automatic,hv,hv
2018-07-30T20:05:55.350Z,19.3926659,-155.2641602,-0.09,2.65,ml,29,62,0.005822,0.2,hv,hv70499272,2018-07-30T20:11:35.350Z,"5km SSW of Volcano, Hawaii",earthquake,0.17,0.18,0.46,23,automatic,hv,hv
2018-07-30T20:05:35.610Z,18.8561,-64.5813,108,3.42,md,7,342,1.4548,0.25,pr,pr2018211015,2018-08-03T23:01:52.040Z,"76km N of Road Town, British Virgin Islands",earthquake,4.63,6.07,0.15,6,reviewed,pr,pr
2018-07-30T20:04:38.800Z,19.4196663,-155.2766724,1.67,2.62,ml,18,67,0.005139,0.17,hv,hv70499267,2018-07-30T20:10:19.640Z,"4km WSW of Volcano, Hawaii",earthquake,0.35,0.21,0.35,16,automatic,hv,hv
2018-07-30T20:03:21.480Z,19.4111671,-155.2603302,-0.62,2.89,ml,16,64,0.02012,0.29,hv,hv70499262,2018-07-30T20:09:09.160Z,"3km SW of Volcano, Hawaii",earthquake,0.56,0.71,2.18,21,automatic,hv,hv
2018-07-30T20:03:20.490Z,19.4116669,-155.263504,1.71,2.89,ml,31,43,0.003449,0.16,hv,hv70499257,2018-07-30T20:09:01.190Z,"3km SW of Volcano, Hawaii",earthquake,0.28,0.2,2.15,21,automatic,hv,hv
2018-07-30T20:01:37.080Z,19.4088326,-155.2615051,0.5,2.68,ml,26,47,0.003584,0.26,hv,hv70499252,2018-07-30T20:07:18.360Z,"3km SW of Volcano, Hawaii",earthquake,0.23,0.21,0.43,20,automatic,hv,hv
2018-07-30T19:58:58.420Z,19.3945007,-155.2738342,-0.28,2.71,ml,40,42,0.0008814,0.27,hv,hv70499242,2018-07-30T20:04:39.080Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.22,2.57,28,automatic,hv,hv
2018-07-30T19:51:16.122Z,56.611,-148.6325,27.2,2.9,ml,,,,0.15,ak,ak19991399,2018-07-30T19:56:04.222Z,"263km ESE of Kodiak, Alaska",earthquake,,8.6,,,automatic,ak,ak
2018-07-30T19:44:44.680Z,-23.7952,-179.8088,509.16,4.7,mb,,94,5.682,1.05,us,us2000ghh2,2018-08-03T22:53:30.040Z,"South of the Fiji Islands",earthquake,11.6,7.5,0.041,182,reviewed,us,us
2018-07-30T19:27:49.470Z,19.3983326,-155.2661591,0.11,2.95,ml,43,44,0.0001501,0.24,hv,hv70499147,2018-07-30T19:33:28.590Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.2,2.82,33,automatic,hv,hv
2018-07-30T19:24:59.190Z,19.4446659,-155.2373352,0.57,2.53,ml,9,292,0.03097,0.15,hv,hv70499142,2018-07-30T19:30:41.360Z,"1km N of Volcano, Hawaii",earthquake,1.32,1.26,0.32,10,automatic,hv,hv
2018-07-30T19:18:35.350Z,19.4318333,-155.2845001,0.63,2.55,ml,12,89,0.009599,0.11,hv,hv70499112,2018-07-30T19:24:16.130Z,"4km W of Volcano, Hawaii",earthquake,0.3,0.31,0.31,14,automatic,hv,hv
2018-07-30T19:16:37.340Z,19.3994999,-155.2663269,0.39,2.58,ml,37,55,0.001282,0.2,hv,hv70499107,2018-07-30T19:22:17.570Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.19,2.8,30,automatic,hv,hv
2018-07-30T19:14:19.140Z,19.4083328,-155.2805023,-0.04,2.58,ml,37,27,0.009881,0.2,hv,hv70499102,2018-07-30T19:19:58.120Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.13,1.89,26,automatic,hv,hv
2018-07-30T19:11:58.360Z,19.3926659,-155.2758331,0.23,2.79,ml,27,42,0.003391,0.19,hv,hv70499097,2018-07-30T19:17:39.450Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.18,2.13,22,automatic,hv,hv
2018-07-30T19:11:12.300Z,19.3941669,-155.2664948,0.36,2.54,ml,22,80,0.004077,0.21,hv,hv70499092,2018-07-30T19:16:55.220Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.35,0.33,13,automatic,hv,hv
2018-07-30T19:09:12.590Z,-8.0945,114.3179,199.86,4.4,mb,,85,0.407,1.07,us,us1000g2lc,2018-08-05T12:14:57.893Z,"8km NNW of Krajan, Indonesia",earthquake,9.5,3.6,0.094,33,reviewed,us,us
2018-07-30T19:07:56.930Z,19.4074993,-155.2606659,0.01,3.14,ml,25,58,0.01546,0.38,hv,hv70499087,2018-08-03T22:47:57.040Z,"4km WSW of Volcano, Hawaii",earthquake,0.64,0.55,3.55,30,automatic,hv,hv
2018-07-30T19:07:55.210Z,19.4093342,-155.2791595,1.59,3.22,ml,49,33,0.009505,0.28,hv,hv70499082,2018-07-30T19:13:35.030Z,"4km WSW of Volcano, Hawaii",earthquake,0.3,0.22,3.27,37,automatic,hv,hv
2018-07-30T19:05:16.620Z,19.4200001,-155.2794952,0.87,2.53,ml,26,51,0.004927,0.1,hv,hv70499077,2018-07-30T19:11:00.770Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.12,0.37,18,automatic,hv,hv
2018-07-30T18:57:21.190Z,19.3955002,-155.2684937,0.11,2.89,ml,48,33,0.003583,0.22,hv,hv70499062,2018-07-30T19:03:02.910Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.16,2.79,34,automatic,hv,hv
2018-07-30T18:56:49.040Z,19.4133339,-155.2621613,0.64,2.88,ml,20,105,0.002487,0.19,hv,hv70499057,2018-07-30T19:02:27.800Z,"3km SW of Volcano, Hawaii",earthquake,0.24,0.26,2.55,29,automatic,hv,hv
2018-07-30T18:53:35.480Z,35.7198333,-118.4125,4.14,2.53,ml,37,97,0.05519,0.16,ci,ci38233400,2018-07-31T18:02:24.280Z,"4km SSE of Kernville, CA",earthquake,0.22,0.37,0.191,76,reviewed,ci,ci
2018-07-30T18:45:35.050Z,-34.7466,-71.7397,49.41,4.7,mb,,68,0.305,0.47,us,us2000gheu,2018-08-03T22:49:05.040Z,"36km WSW of Santa Cruz, Chile",earthquake,5.3,7.9,0.12,21,reviewed,us,us
2018-07-30T18:38:01.050Z,19.4044991,-155.27034,0.24,3.16,ml,26,46,0.007435,0.27,hv,hv70498997,2018-07-31T09:54:23.951Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.23,0.26,14,automatic,hv,hv
2018-07-30T18:37:54.710Z,33.8083,72.6627,38.09,3.8,mb,,178,0.528,0.85,us,us2000ghgd,2018-08-03T22:52:59.590Z,"19km SE of Hazro, Pakistan",earthquake,8.4,15.4,0.361,2,reviewed,us,us
2018-07-30T18:37:36.260Z,19.4039993,-155.2751617,1.81,2.67,ml,33,42,0.008705,0.19,hv,hv70498992,2018-07-31T10:45:38.089Z,"4km SW of Volcano, Hawaii",earthquake,0.34,0.19,2.49,29,automatic,hv,hv
2018-07-30T18:34:11.850Z,19.3981667,-155.2725067,1.58,2.96,ml,34,49,0.002984,0.22,hv,hv70498982,2018-07-31T10:45:47.581Z,"5km SW of Volcano, Hawaii",earthquake,0.34,0.16,0.41,22,automatic,hv,hv
2018-07-30T18:33:19.490Z,19.3996658,-155.2734985,-0.18,2.67,ml,21,66,0.004277,0.39,hv,hv70498977,2018-07-30T18:39:01.550Z,"5km SW of Volcano, Hawaii",earthquake,0.3,0.4,0.26,13,automatic,hv,hv
2018-07-30T18:32:38.710Z,19.4036674,-155.2646637,0.56,2.62,ml,19,76,0.005549,0.31,hv,hv70498967,2018-07-30T18:38:18.190Z,"4km SW of Volcano, Hawaii",earthquake,0.3,0.32,0.32,8,automatic,hv,hv
2018-07-30T18:29:24.560Z,19.4115009,-155.2660065,0.44,2.85,ml,30,45,0.005815,0.19,hv,hv70498957,2018-07-31T10:45:42.699Z,"3km SW of Volcano, Hawaii",earthquake,0.18,0.17,2.94,30,automatic,hv,hv
2018-07-30T18:24:08.430Z,19.4186668,-155.2718353,1.27,2.63,ml,28,45,0.008134,0.12,hv,hv70498937,2018-07-30T18:29:49.220Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.15,0.32,19,automatic,hv,hv
2018-07-30T18:09:48.050Z,19.4115009,-155.2678375,0.68,3.26,ml,37,47,0.007536,0.29,hv,hv70498902,2018-07-31T09:14:19.050Z,"3km SW of Volcano, Hawaii",earthquake,0.28,0.24,2.1,22,automatic,hv,hv
2018-07-30T18:09:28.650Z,19.3886662,-155.2741699,0.17,2.89,ml,23,102,0.006685,0.21,hv,hv70498897,2018-07-30T18:15:09.730Z,"6km SW of Volcano, Hawaii",earthquake,0.22,0.27,2.91,32,automatic,hv,hv
2018-07-30T18:09:09.280Z,19.3976669,-155.2714996,0.86,2.83,ml,27,47,0.003053,0.24,hv,hv70498892,2018-07-31T02:11:37.064Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.23,2.56,30,automatic,hv,hv
2018-07-30T18:04:23.240Z,19.4041672,-155.2636719,-0.78,3,ml,39,57,0.006301,0.36,hv,hv70498877,2018-07-31T08:35:24.915Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.21,2.86,32,automatic,hv,hv
2018-07-30T18:02:53.360Z,19.4104996,-155.2728271,0.83,2.7,ml,29,40,0.01232,0.12,hv,hv70498867,2018-07-30T18:08:32.660Z,"4km WSW of Volcano, Hawaii",earthquake,0.16,0.12,0.33,17,automatic,hv,hv
2018-07-30T18:01:00.660Z,19.4125004,-155.2664948,1.18,2.56,ml,36,47,0.01172,0.32,hv,hv70498862,2018-07-31T02:03:41.464Z,"3km SW of Volcano, Hawaii",earthquake,0.29,0.28,2,24,automatic,hv,hv
2018-07-30T18:00:50.090Z,19.3951664,-155.2428284,0.79,2.55,ml,8,131,0.01251,0.14,hv,hv70498857,2018-07-30T18:06:30.080Z,"3km S of Volcano, Hawaii",earthquake,0.48,0.69,2.03,24,automatic,hv,hv
2018-07-30T17:54:53.900Z,36.5329,-98.9718,5.371,2.9,ml,,78,,0.23,us,us2000ghdg,2018-08-03T22:51:20.772Z,"23km ENE of Mooreland, Oklahoma",earthquake,1.7,4.5,,,reviewed,tul,tul
2018-07-30T17:50:36.550Z,19.4208336,-155.2706604,0.66,2.5,ml,23,42,0.006818,0.15,hv,hv70498827,2018-07-30T17:56:19.790Z,"3km WSW of Volcano, Hawaii",earthquake,0.18,0.2,0.33,15,automatic,hv,hv
2018-07-30T17:46:04.330Z,18.9651,-64.7235,63,3.06,md,7,340,1.3942,0.15,pr,pr2018211012,2018-08-03T22:46:20.040Z,"69km N of Road Town, British Virgin Islands",earthquake,3.24,7.77,0.43,5,reviewed,pr,pr
2018-07-30T17:45:20.800Z,19.3983326,-155.2718353,1.34,2.5,ml,24,52,0.003407,0.21,hv,hv70498812,2018-07-30T17:51:01.030Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.25,0.35,14,automatic,hv,hv
2018-07-30T17:44:15.100Z,-24.102,179.7994,499.06,4.2,mb,,115,6.532,0.74,us,us1000g2l9,2018-08-03T22:19:56.040Z,"South of the Fiji Islands",earthquake,15.5,10,0.11,23,reviewed,us,us
2018-07-30T17:40:57.290Z,19.3963337,-155.2768402,0.77,2.66,ml,27,44,0.003167,0.22,hv,hv70498802,2018-07-31T08:46:10.161Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.3,2.27,13,automatic,hv,hv
2018-07-30T17:38:23.920Z,19.4226665,-155.2478333,0.49,2.71,ml,12,154,0.01238,0.21,hv,hv70498792,2018-07-30T17:44:03.990Z,"1km SW of Volcano, Hawaii",earthquake,0.44,0.29,2.28,15,automatic,hv,hv
2018-07-30T17:37:33.990Z,19.3926659,-155.2734985,-0.09,2.67,ml,24,48,0.002691,0.35,hv,hv70498787,2018-07-30T17:43:16.010Z,"5km SW of Volcano, Hawaii",earthquake,0.31,0.28,0.44,17,automatic,hv,hv
2018-07-30T17:36:51.540Z,19.4221668,-155.2428284,1.81,2.65,ml,9,274,0.01712,0.1,hv,hv70498782,2018-07-30T17:42:31.060Z,"1km SSW of Volcano, Hawaii",earthquake,0.64,0.34,2.52,12,automatic,hv,hv
2018-07-30T17:36:14.870Z,19.3996658,-155.2774963,0.81,2.59,ml,17,45,0.005613,0.22,hv,hv70498777,2018-07-30T17:41:53.500Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.32,0.25,11,automatic,hv,hv
2018-07-30T17:31:49.440Z,19.4195004,-155.2613373,0.48,3.56,ml,30,38,0.003538,0.17,hv,hv70498772,2018-07-31T08:36:29.844Z,"2km WSW of Volcano, Hawaii",earthquake,0.23,0.13,3.03,29,automatic,hv,hv
2018-07-30T17:29:35.860Z,19.4006,-155.2849,5,3.5,ml,,37,0.021,0.38,us,us2000ghci,2018-08-03T22:45:25.898Z,"5km SW of Volcano, Hawaii",earthquake,0.8,1.8,0.055,44,reviewed,us,us
2018-07-30T17:18:24.830Z,19.3248329,-155.1708374,1.16,2.77,ml,18,96,0.05435,0.17,hv,hv70498727,2018-07-31T08:35:29.599Z,"13km SSE of Volcano, Hawaii",earthquake,0.31,0.59,0.4,12,automatic,hv,hv
2018-07-30T17:10:39.660Z,19.3964996,-155.2655029,-0.28,2.94,ml,23,58,0.001804,0.33,hv,hv70498702,2018-07-31T08:35:10.937Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.23,0.41,17,automatic,hv,hv
2018-07-30T17:10:23.430Z,19.4246674,-155.2696686,0.75,2.68,ml,20,63,0.003044,0.11,hv,hv70498697,2018-07-30T17:16:12.240Z,"3km WSW of Volcano, Hawaii",earthquake,0.18,0.14,0.44,21,automatic,hv,hv
2018-07-30T17:08:35.450Z,19.4524994,-155.4445038,3.02,2.82,ml,13,86,0.06842,0.28,hv,hv70498682,2018-07-31T08:35:34.285Z,"21km W of Volcano, Hawaii",earthquake,1.1,9.1,0.38,3,automatic,hv,hv
2018-07-30T17:03:32.100Z,19.4208336,-155.2406616,-0.7,2.68,md,15,184,0.01926,0.19,hv,hv70498662,2018-07-30T17:06:29.400Z,"1km SSW of Volcano, Hawaii",earthquake,0.41,0.28,0.28,3,automatic,hv,hv
2018-07-30T17:01:45.910Z,19.4096661,-155.2863312,1.34,2.56,ml,38,31,0.008229,0.23,hv,hv70498652,2018-07-30T17:07:27.560Z,"5km WSW of Volcano, Hawaii",earthquake,0.28,0.16,1.94,24,automatic,hv,hv
2018-07-30T16:59:37.640Z,19.4183331,-155.2680054,0.91,2.7,ml,39,49,0.008146,0.36,hv,hv70498647,2018-07-31T08:35:20.260Z,"3km WSW of Volcano, Hawaii",earthquake,0.4,0.28,0.37,21,automatic,hv,hv
2018-07-30T16:50:55.850Z,19.4398327,-155.2953339,4.17,2.58,ml,9,192,0.01917,0.13,hv,hv70498627,2018-07-30T16:56:35.970Z,"6km W of Volcano, Hawaii",earthquake,1.53,0.96,0.24,8,automatic,hv,hv
2018-07-30T16:48:53.730Z,19.3996658,-155.2714996,0.05,2.87,ml,32,60,0.00473,0.18,hv,hv70498617,2018-07-31T08:35:06.021Z,"4km SW of Volcano, Hawaii",earthquake,0.13,0.16,0.44,21,automatic,hv,hv
2018-07-30T16:45:48.810Z,19.3955002,-155.276001,-1.11,2.78,ml,8,97,0.01784,0.15,hv,hv70498612,2018-07-30T16:51:37.130Z,"5km SW of Volcano, Hawaii",earthquake,0.34,0.79,1.95,13,automatic,hv,hv
2018-07-30T16:45:47.710Z,19.4039993,-155.2683258,0.41,2.81,ml,31,38,0.006123,0.22,hv,hv70498607,2018-07-30T16:51:27.850Z,"4km SW of Volcano, Hawaii",earthquake,0.16,0.16,1.66,18,automatic,hv,hv
2018-07-30T16:44:55.960Z,19.3933334,-155.2768402,0.16,2.89,ml,17,132,0.003634,0.26,hv,hv70498602,2018-07-31T08:35:15.590Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.21,0.41,14,automatic,hv,hv
2018-07-30T16:42:57.170Z,19.4006672,-155.2623291,-0.4,2.82,ml,41,56,0.004247,0.29,hv,hv70498592,2018-07-31T09:54:49.121Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.21,2.4,32,automatic,hv,hv
2018-07-30T16:38:01.180Z,19.4055004,-155.2578278,-0.27,2.75,ml,28,59,0.006832,0.31,hv,hv70498572,2018-07-31T00:41:53.441Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.17,0.47,17,automatic,hv,hv
2018-07-30T16:37:37.990Z,19.4203339,-155.2516632,0.53,2.58,ml,21,135,0.009159,0.33,hv,hv70498567,2018-07-30T16:43:23.400Z,"1km SW of Volcano, Hawaii",earthquake,0.34,0.37,0.5,22,automatic,hv,hv
2018-07-30T16:37:30.880Z,19.3938332,-155.3074951,2.84,2.6,ml,11,167,0.03109,0.17,hv,hv70498562,2018-07-30T16:43:13.690Z,"8km WSW of Volcano, Hawaii",earthquake,1.31,1.65,0.56,21,automatic,hv,hv
2018-07-30T16:20:54.310Z,19.4193325,-155.2704926,1.21,2.93,ml,30,44,0.008149,0.19,hv,hv70498502,2018-07-30T16:26:36.710Z,"3km WSW of Volcano, Hawaii",earthquake,0.28,0.15,0.25,14,automatic,hv,hv
2018-07-30T16:19:58.460Z,19.4088326,-155.2941742,0.35,2.66,ml,26,65,0.005926,0.22,hv,hv70498497,2018-07-30T16:25:40.380Z,"6km WSW of Volcano, Hawaii",earthquake,0.23,0.12,1.89,26,automatic,hv,hv
2018-07-30T16:19:35.900Z,19.3983326,-155.2866669,0.47,2.63,ml,11,90,0.01079,0.13,hv,hv70498492,2018-07-30T16:25:19.920Z,"6km SW of Volcano, Hawaii",earthquake,0.31,0.25,1.99,25,automatic,hv,hv
2018-07-30T16:16:10.790Z,19.3953342,-155.2638397,0.22,2.73,ml,26,64,0.003557,0.3,hv,hv70498487,2018-07-30T16:21:50.480Z,"4km SW of Volcano, Hawaii",earthquake,0.33,0.3,0.45,20,automatic,hv,hv
2018-07-30T16:12:37.800Z,19.4181671,-155.2738342,0.31,3.48,ml,23,46,0.007451,0.19,hv,hv70498482,2018-07-30T17:53:42.516Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.16,2.04,23,automatic,hv,hv
2018-07-30T16:11:19.820Z,19.4156666,-155.2630005,0.76,3.39,ml,49,37,0.004623,0.18,hv,hv70498477,2018-07-31T00:13:54.589Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.15,3.31,37,automatic,hv,hv
2018-07-30T16:08:26.560Z,19.4300003,-155.3006592,-0.48,2.55,ml,23,83,0.01269,0.35,hv,hv70498467,2018-07-30T16:14:06.160Z,"6km W of Volcano, Hawaii",earthquake,0.31,0.39,0.43,15,automatic,hv,hv
2018-07-30T16:05:58.350Z,19.4151669,-155.2768402,0.53,2.62,ml,31,43,0.007285,0.22,hv,hv70498462,2018-07-30T16:11:38.850Z,"4km WSW of Volcano, Hawaii",earthquake,0.29,0.17,0.38,21,automatic,hv,hv
2018-07-30T15:56:52.590Z,19.4069996,-155.2575073,0.08,2.71,ml,26,63,0.005533,0.23,hv,hv70498427,2018-07-30T16:02:33.490Z,"3km SW of Volcano, Hawaii",earthquake,0.21,0.16,0.45,16,automatic,hv,hv
2018-07-30T15:56:11.730Z,19.4193325,-155.2781677,0.7,2.63,ml,25,57,0.005427,0.3,hv,hv70498422,2018-07-30T16:01:53.970Z,"4km WSW of Volcano, Hawaii",earthquake,0.41,0.18,0.45,18,automatic,hv,hv
2018-07-30T15:39:31.310Z,19.4290009,-155.263504,-1.15,2.51,ml,9,226,0.02247,0.22,hv,hv70498377,2018-07-30T15:45:14.340Z,"2km W of Volcano, Hawaii",earthquake,1.15,0.8,0.35,12,automatic,hv,hv
2018-07-30T15:39:30.810Z,19.4223328,-155.267334,0.64,2.51,ml,24,86,0.004732,0.17,hv,hv70498382,2018-07-30T15:45:24.990Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.18,0.31,12,automatic,hv,hv
2018-07-30T15:36:42.600Z,19.4069996,-155.2741699,1.03,2.55,ml,17,53,0.01158,0.12,hv,hv70498367,2018-07-30T15:42:25.970Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.36,0.15,12,automatic,hv,hv
2018-07-30T15:34:45.040Z,19.4181671,-155.2786713,0.83,2.99,ml,32,45,0.005145,0.23,hv,hv70498362,2018-07-30T15:40:25.330Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.18,2.87,32,automatic,hv,hv
2018-07-30T15:34:04.870Z,19.3929996,-155.2756653,-0.29,2.96,ml,28,42,0.003032,0.22,hv,hv70498357,2018-07-30T15:39:42.590Z,"5km SW of Volcano, Hawaii",earthquake,0.17,0.19,0.65,22,automatic,hv,hv
2018-07-30T15:28:00.200Z,19.3961658,-155.267334,0.88,2.67,ml,19,83,0.002403,0.26,hv,hv70498322,2018-07-30T15:33:40.350Z,"4km SW of Volcano, Hawaii",earthquake,0.38,0.43,0.34,14,automatic,hv,hv
2018-07-30T15:25:49.950Z,19.4095001,-155.2794952,0.47,2.51,ml,31,39,0.009208,0.16,hv,hv70498317,2018-07-30T15:31:31.840Z,"4km WSW of Volcano, Hawaii",earthquake,0.2,0.13,0.4,11,automatic,hv,hv
2018-07-30T14:56:47.460Z,19.3934994,-155.2845001,-0.4,2.7,ml,36,35,0.007413,0.31,hv,hv70498237,2018-07-30T15:02:27.030Z,"6km SW of Volcano, Hawaii",earthquake,0.18,0.21,2.94,30,automatic,hv,hv
2018-07-30T14:56:39.230Z,19.4785004,-155.2149963,1.1,2.83,ml,13,274,0.05981,0.34,hv,hv70498232,2018-07-30T15:02:19.480Z,"5km NNE of Volcano, Hawaii",earthquake,1.43,0.89,2.55,29,automatic,hv,hv
2018-07-30T14:54:49.100Z,19.3924999,-155.2826691,-0.03,2.66,ml,31,36,0.006005,0.19,hv,hv70498222,2018-07-30T15:00:33.570Z,"6km SW of Volcano, Hawaii",earthquake,0.17,0.22,0.42,21,automatic,hv,hv
2018-07-30T14:49:32.900Z,19.3976669,-155.2693329,0.27,2.87,ml,26,42,0.003168,0.28,hv,hv70498202,2018-07-30T14:55:15.800Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.23,0.41,14,automatic,hv,hv
2018-07-30T14:48:54.840Z,19.3915005,-155.2675018,0.27,2.74,ml,20,78,0.006848,0.16,hv,hv70498197,2018-07-30T14:54:35.640Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.16,0.45,16,automatic,hv,hv
2018-07-30T14:43:56.820Z,19.4081669,-155.2904968,1.24,3.01,ml,45,30,0.009105,0.27,hv,hv70498182,2018-07-30T14:49:45.390Z,"6km WSW of Volcano, Hawaii",earthquake,0.24,0.15,3.15,33,automatic,hv,hv
2018-07-30T14:43:40.520Z,19.4036674,-155.2630005,0.82,3.02,ml,25,61,0.006109,0.19,hv,hv70498177,2018-07-30T14:49:35.430Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.21,3.13,34,automatic,hv,hv
2018-07-30T13:55:24.440Z,19.4925003,-155.1430054,4.53,2.59,ml,9,322,0.129,0.3,hv,hv70498042,2018-07-30T21:59:17.677Z,"6km WSW of Fern Acres, Hawaii",earthquake,4.02,24.5,0.32,10,automatic,hv,hv
2018-07-30T13:53:00.730Z,19.390667,-155.2666626,-0.13,2.88,ml,35,44,0.007559,0.26,hv,hv70498037,2018-07-30T21:55:51.347Z,"5km SW of Volcano, Hawaii",earthquake,0.21,0.15,0.45,21,automatic,hv,hv
2018-07-30T13:51:15.330Z,19.4173336,-155.2776642,2.07,2.59,ml,40,38,0.00608,0.14,hv,hv70498032,2018-07-30T13:56:57.090Z,"4km WSW of Volcano, Hawaii",earthquake,0.31,0.16,2,23,automatic,hv,hv
